1.0276 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
17.2738 	INFO 	---START PARAMETERS---
17.2738 	INFO 	filename: SampleExperiment_d1-2-6-Nov_18_1735
17.2738 	INFO 	subject: 2
17.2739 	INFO 	session: 6
17.2739 	INFO 	date: Nov_18_1735
17.2739 	INFO 	ISI: 1.75
17.2739 	INFO 	baudeRate: 115200
17.2739 	INFO 	blankMessage: bytearray(b'\x14')
17.2740 	INFO 	choices: [1, 2, 3]
17.2740 	INFO 	deviceName: /dev/cu.usbserial-DN2Q03JQ
17.2741 	INFO 	fixCrossPos: [0, 0]
17.2741 	INFO 	fixCrossSize: 0.1
17.2741 	INFO 	fullScreen: True
17.2741 	INFO 	imageDir_neutral: Faces/neutral/
17.2741 	INFO 	imageDir_social: Faces/social/
17.2741 	INFO 	imageDir_threat: Faces/threat/
17.2742 	INFO 	imageSize: [0.8, 0.8]
17.2742 	INFO 	imageSubstring: nontarget
17.2742 	INFO 	imageSuffix: .png
17.2742 	INFO 	nTrials: 34
17.2742 	INFO 	nontargetMessage: bytearray(b'(')
17.2742 	INFO 	pTarget: 0.2
17.2743 	INFO 	postFixMessage: bytearray(b'\n')
17.2743 	INFO 	postStimDur: 1.0
17.2743 	INFO 	preFixMessage: bytearray(b'\x01')
17.2749 	INFO 	preStimDur: [0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9]
17.2749 	INFO 	promptDir: Text/
17.2749 	INFO 	promptFile_neutral: NeutralPrompts.csv
17.2749 	INFO 	promptFile_social: SocialPrompts.csv
17.2750 	INFO 	promptFile_threat: ThreatPrompts.csv
17.2750 	INFO 	promptImageSize: [1.2, 0.3]
17.2750 	INFO 	respAdvances: True
17.2750 	INFO 	respKeys: ['r', 'b', 'y', 'g']
17.2750 	INFO 	screenColor: (128, 128, 128)
17.2750 	INFO 	screenToShow: 0
17.2750 	INFO 	skipPrompts: False
17.2750 	INFO 	stimDur: 0.5
17.2751 	INFO 	tStartup: 1
