4.3540 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.8950 	INFO 	---START PARAMETERS---
10.8950 	INFO 	filename: SampleExperiment_d1-1-23-Oct_25_1330
10.8951 	INFO 	subject: 1
10.8951 	INFO 	session: 23
10.8951 	INFO 	date: Oct_25_1330
10.8951 	INFO 	ISI: 1.75
10.8951 	INFO 	choices: [1, 2, 3]
10.8951 	INFO 	fixCrossPos: [0, 0]
10.8951 	INFO 	fixCrossSize: 0.1
10.8951 	INFO 	fullScreen: True
10.8952 	INFO 	imageDir_neutral: Faces/neutral/
10.8952 	INFO 	imageDir_social: Faces/social/
10.8952 	INFO 	imageDir_threat: Faces/threat/
10.8952 	INFO 	imageSize: [0.7, 0.7]
10.8952 	INFO 	imageSuffix: .png
10.8952 	INFO 	nTrials: 3
10.8952 	INFO 	postStimDur: 1.0
10.8961 	INFO 	preStimDur: [0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9]
10.8961 	INFO 	promptDir: Text/
10.8961 	INFO 	promptFile_neutral: NeutralPrompts.csv
10.8961 	INFO 	promptFile_social: SocialPrompts.csv
10.8962 	INFO 	promptFile_threat: ThreatPrompts.csv
10.8962 	INFO 	respAdvances: True
10.8962 	INFO 	respKeys: ['r', 'b', 'y', 'g']
10.8962 	INFO 	screenColor: (128, 128, 128)
10.8962 	INFO 	screenToShow: 0
10.8962 	INFO 	shrinkPromptImage: 0.8
10.8963 	INFO 	skipPrompts: False
10.8963 	INFO 	stimDur: 0.5
10.8963 	INFO 	tStartup: 1
10.8963 	INFO 	triggerKey: t
10.8963 	INFO 	---END PARAMETERS---
16.5508 	INFO 	Loaded monitor calibration from ['2021_02_22 10:21']
16.5609 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1440, 900]. Using actual size
17.3048 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([128, 128, 128]), colorSpace='rgb255', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc9ee38fc50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc9eb991630>, multiSample=False, name='win', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.3051 	EXP 	win: mouseVisible = True
17.3103 	EXP 	Created fixCross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=False, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=3.0, name='fixCross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
17.3107 	WARNING 	TextStim.alignHoriz is deprecated. Use alignText and anchorHoriz attributes instead
17.4303 	EXP 	Created topMsg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='topMsg', opacity=1.0, ori=0.0, pos=array([0. , 0.5]), rgb=UNKNOWN, text='aaa', units='norm', win=Window(...), wrapWidth=1.5)
17.4304 	WARNING 	TextStim.alignHoriz is deprecated. Use alignText and anchorHoriz attributes instead
